PlantaID;Nome_Planta;Localizacao;Data_Inspecao;Nivel_Radiacao;Temperatura_Reator;Pressao_Reator;Eficiência_Operacional;Falhas_Detectadas;Custo_Manutencao;Status_Operacional;Potencia_Gerada
NUC-02271;Central Nuclear Santa;SC - Brasil;2023-10-11;2.15;214.27;84.87;92.17;2;79.54;Operando;78.65
NUC-02272;Angra 1;SC - Brasil;2023-11-29;0.63;322.84;68.12;72.48;1;87.82;;83.05
NUC-02273;Angra 1;BA - Brasil;;2.92;447.53;163.89;91.07;5;87.6;Desativada;0
NUC-02274;Angra 2;SC - Brasil;2023-12-03;0.42;202.42;58.44;57.27;2;393.95;Em Manutenção;7.99
NUC-02275;Angra 2;BA - Brasil;2024-03-30;2.07;388.96;836.78;95.52;3;351.23;Em Manutenção;3.2
NUC-02276;Angra 1;BA - Brasil;2023-10-08;4.33;215.47;43.69;75.7;0;444.71;Parcialmente Operando;32.59
NUC-02277;Central Nuclear Santa;RJ - Brasil;2025-01-09;3.64;273.4;92.71;59.14;5;52.36;Operando;56.31
NUC-02278;Reator Atlântico;RJ - Brasil;2024-01-10;1.35;282.83;102.28;91.87;5;245.67;Desativada;0
NUC-02279;NucleoForte;BA - Brasil;2025-01-09;4.59;1460.48;88.34;67.7;5;465.56;Desativada;0
NUC-02280;;MG - Brasil;2025-01-26;1.69;382.41;;62.0;0;331.79;Parcialmente Operando;
NUC-02281;NucleoForte;;;2.01;377.61;78.23;64.55;;155.13;Operando;70.27
NUC-02282;Central Nuclear Santa;BA - Brasil;2023-12-31;4.37;290.59;100.76;67.05;1;207.09;Parcialmente Operando;37.28
NUC-02283;Reator Atlântico;RJ - Brasil;2023-09-14;;328.14;70.22;78.82;1;41.47;Operando;70.04
NUC-02284;Central Nuclear Santa;SC - Brasil;2024-04-22;4.03;228.33;68.51;52.54;5;79.35;Em Manutenção;18.21
NUC-02285;Angra 2;SP - Brasil;2023-10-10;3.3;229.83;89.48;96.51;;132.53;Desativada;0
NUC-02286;NucleoForte;SP - Brasil;2024-07-28;3.05;213.33;95.73;59.39;0;425.01;Parcialmente Operando;20.46
NUC-02287;Reator Atlântico;SC - Brasil;2024-08-16;4.8;303.24;;71.19;;441.71;Em Manutenção;13.62
NUC-02288;Angra 1;SP - Brasil;2023-07-14;0.15;325.2;96.49;88.62;3;369.14;Operando;88.92
NUC-02289;Reator Atlântico;MG - Brasil;2023-02-14;0.08;339.8;112.11;50.29;4;496.21;Parcialmente Operando;16.6
NUC-02290;Angra 2;RJ - Brasil;2024-12-24;0.51;255.28;77.88;82.65;2;16.84;Parcialmente Operando;25.56
NUC-02291;NucleoForte;SC - Brasil;2024-11-11;2.15;277.18;53.89;;3;434.98;Desativada;0
NUC-02292;Central Nuclear Santa;SC - Brasil;2023-09-28;3.73;232.63;92.75;66.59;5;160.56;Desativada;0
NUC-02293;Angra 2;SC - Brasil;2024-04-21;0.65;278.77;102.3;91.54;5;184.11;;0
NUC-02294;Central Nuclear Santa;SP - Brasil;2023-02-09;0.75;355.51;119.45;54.97;3;436.95;Desativada;0
NUC-02295;Reator Atlântico;BA - Brasil;2024-02-10;2.2;332.28;68.05;71.97;4;228.55;Parcialmente Operando;28.75
NUC-02296;NucleoForte;RJ - Brasil;2024-02-11;0.11;217.59;97.99;70.93;0;70.19;Em Manutenção;19.64
NUC-02297;Angra 2;SC - Brasil;2023-04-07;1.78;441.92;158.17;72.73;5;282.76;Operando;80.73
NUC-02298;Central Nuclear Santa;MG - Brasil;2024-11-17;1.87;241.42;85.21;69.6;0;13.05;Operando;57.52
NUC-02299;Angra 2;MG - Brasil;2024-08-07;4.27;228.94;68.05;86.64;3;203.95;Parcialmente Operando;32.91
NUC-02300;Reator Atlântico;MG - Brasil;2024-01-29;2.93;265.83;52.09;67.23;2;150.98;Parcialmente Operando;25.8
NUC-02301;Angra 2;BA - Brasil;2024-03-30;1.97;347.31;110.25;55.97;4;31.0;Parcialmente Operando;33.24
NUC-02302;;MG - Brasil;2023-07-29;2.81;346.0;66.54;53.42;3;369.35;Desativada;0
NUC-02303;Angra 1;SP - Brasil;2023-11-01;0.55;228.49;66.2;88.41;3;278.5;Operando;103.93
NUC-02304;NucleoForte;RJ - Brasil;2024-05-06;2.78;347.98;81.95;78.82;4;23.13;Desativada;0
NUC-02305;Reator Atlântico;RJ - Brasil;;4.36;320.24;113.14;66.59;2;451.29;Desativada;0
NUC-02306;Central Nuclear Santa;MG - Brasil;2023-12-12;2.79;445.87;155.05;98.37;19;55.92;Desativada;0
NUC-02307;Angra 1;;2024-02-28;1.45;404.61;124.72;95.65;4;135.78;Operando;81.27
NUC-02308;Central Nuclear Santa;MG - Brasil;2024-07-15;0.39;286.93;114.94;81.84;1;484.67;Parcialmente Operando;26.15
NUC-02309;Reator Atlântico;BA - Brasil;2023-03-31;2.72;314.67;86.22;54.13;2;342.11;Parcialmente Operando;30.5
NUC-02310;;BA - Brasil;2023-12-03;3.49;340.86;118.81;70.76;2;380.32;Operando;78.58
NUC-02311;NucleoForte;MG - Brasil;2024-02-23;2.18;365.61;126.44;68.27;5;188.42;Desativada;0
NUC-02312;Angra 2;SC - Brasil;2024-09-29;4.61;205.74;68.01;98.14;3;101.53;Parcialmente Operando;41.99
NUC-02313;NucleoForte;SP - Brasil;2023-06-21;2.82;320.48;100.91;70.77;2;368.9;Em Manutenção;18.02
NUC-02314;Central Nuclear Santa;RJ - Brasil;2023-10-03;4.86;363.55;123.55;73.6;1;167.11;Em Manutenção;3.86
;;RJ - Brasil;2024-08-30;3.32;348.74;101.69;93.32;1;25.81;Operando;81.84
NUC-02316;Angra 1;RJ - Brasil;2024-04-03;2.56;217.52;69.57;;2;289.44;Operando;88.58
NUC-02317;Angra 1;SC - Brasil;2023-06-15;3.46;370.84;138.74;59.07;5;30.38;Em Manutenção;4.45
NUC-02318;Angra 2;BA - Brasil;2023-07-13;3.56;250.57;80.72;77.11;4;173.34;Operando;78.32
NUC-02319;NucleoForte;SP - Brasil;2023-04-20;0.59;361.39;116.74;93.22;3;184.39;Desativada;0
NUC-02320;Reator Atlântico;RJ - Brasil;2024-12-25;2.05;425.22;118.85;55.55;2;128.18;Operando;65.11
NUC-02321;Central Nuclear Santa;RJ - Brasil;2023-07-16;4.03;301.64;79.43;78.1;1;227.12;Parcialmente Operando;43.15
NUC-02322;Reator Atlântico;SC - Brasil;2024-07-14;1.74;386.1;119.04;57.01;3;489.6;Desativada;0
NUC-02323;Angra 1;SP - Brasil;2023-09-17;;434.92;100.81;92.02;3;359.4;Desativada;0
NUC-02324;Angra 2;SP - Brasil;2024-06-21;1.82;230.81;69.71;64.09;0;177.02;Em Manutenção;0.95
NUC-02325;Angra 1;RJ - Brasil;2024-12-09;1.01;387.61;112.56;51.98;2;389.97;Em Manutenção;19.98
NUC-02326;Central Nuclear Santa;SC - Brasil;2024-12-16;0.56;209.85;99.8;63.09;2;434.32;Parcialmente Operando;37.43
NUC-02327;Central Nuclear Santa;BA - Brasil;2023-02-16;2.47;324.53;78.2;63.63;2;78.92;Em Manutenção;1.57
NUC-02328;NucleoForte;SC - Brasil;2023-03-20;2.35;212.02;80.37;77.08;3;132.84;Parcialmente Operando;39.1
NUC-02329;Central Nuclear Santa;RJ - Brasil;2023-12-04;4.78;416.94;81.24;80.7;1;370.01;Em Manutenção;4.6
NUC-02330;NucleoForte;SC - Brasil;2024-08-10;0.91;418.7;118.02;57.83;;465.34;Parcialmente Operando;29.19
NUC-02331;Reator Atlântico;BA - Brasil;2023-05-02;3.45;333.46;94.37;78.56;10;184.36;Parcialmente Operando;43.29
NUC-02332;NucleoForte;SP - Brasil;2023-03-02;2.58;398.76;135.25;56.77;3;493.45;Parcialmente Operando;32.53
NUC-02333;Angra 1;MG - Brasil;2024-04-10;1.37;426.43;116.15;58.68;3;252.75;Desativada;0
NUC-02334;Central Nuclear Santa;SC - Brasil;2023-02-23;1.2;204.09;89.33;74.93;4;355.21;Parcialmente Operando;36.36
NUC-02335;Reator Atlântico;SP - Brasil;2023-07-15;0.29;403.88;77.69;67.87;1;242.76;Em Manutenção;12.89
NUC-02336;Reator Atlântico;MG - Brasil;2023-09-05;2.23;361.91;71.73;76.12;1;325.83;Parcialmente Operando;44.72
NUC-02337;Central Nuclear Santa;SP - Brasil;2024-08-19;1.92;428.85;145.6;56.21;0;;Parcialmente Operando;26.09
NUC-02338;Reator Atlântico;RJ - Brasil;2024-03-09;3.5;405.73;78.22;65.86;2;231.58;Parcialmente Operando;28.27
NUC-02339;NucleoForte;SC - Brasil;2023-08-18;1.94;381.07;78.11;52.39;2;353.85;Operando;48.72
NUC-02340;Central Nuclear Santa;SP - Brasil;2024-12-07;0.75;297.79;58.94;55.6;5;292.15;Desativada;0
NUC-02341;Reator Atlântico;BA - Brasil;2023-06-12;4.33;421.68;157.75;77.75;2;297.02;Parcialmente Operando;45.14
NUC-02342;Angra 2;SC - Brasil;2023-03-03;4.8;295.46;77.36;91.27;3;90.41;Parcialmente Operando;35.61
NUC-02343;Angra 1;BA - Brasil;2024-01-16;2.19;385.22;78.31;99.65;2;154.29;Desativada;0
NUC-02344;Angra 2;;2024-07-09;1.57;328.62;99.53;92.9;3;251.87;Parcialmente Operando;36.95
NUC-02345;Angra 2;MG - Brasil;2024-09-13;1.01;338.59;84.57;93.86;0;450.17;Operando;
NUC-02346;Angra 1;;2025-01-22;0.25;201.86;83.57;63.73;0;138.76;Parcialmente Operando;21.11
NUC-02347;Central Nuclear Santa;SC - Brasil;2024-11-24;4.4;301.72;85.62;51.08;3;464.39;Operando;42.07
NUC-02348;Reator Atlântico;MG - Brasil;2023-04-16;0.39;367.85;81.2;68.96;2;390.56;Operando;73.34
NUC-02349;Reator Atlântico;RJ - Brasil;2024-08-17;3.48;435.8;124.12;54.51;4;296.27;Operando;60.42
NUC-02350;Reator Atlântico;SC - Brasil;2023-12-09;1.25;276.87;81.29;86.95;1;23.78;Operando;84.15
NUC-02351;Angra 1;RJ - Brasil;2023-10-16;1.57;434.37;116.01;60.25;2;443.03;Desativada;0.0
NUC-02352;Central Nuclear Santa;SP - Brasil;2023-02-10;3.32;297.91;92.68;71.8;3;489.58;Parcialmente Operando;37.29
NUC-02353;NucleoForte;MG - Brasil;2024-03-17;4.17;414.27;125.3;82.09;2;138.11;Parcialmente Operando;332.14
NUC-02354;Angra 1;BA - Brasil;2023-12-01;3.93;3097.27;98.51;67.4;5;209.82;Operando;59.12
NUC-02355;Reator Atlântico;SP - Brasil;2024-11-16;4.84;376.01;101.25;51.7;;390.94;Em Manutenção;15.03
NUC-02356;Central Nuclear Santa;SP - Brasil;2023-10-03;1.1;223.46;64.47;92.08;0;419.52;Em Manutenção;5.71
NUC-02357;Angra 1;RJ - Brasil;2024-03-26;37.02;421.69;87.35;74.55;4;385.94;Operando;88.96
NUC-02358;Reator Atlântico;BA - Brasil;2024-10-18;2.07;;78.24;56.37;2;400.8;Parcialmente Operando;21.73
NUC-02359;Reator Atlântico;MG - Brasil;2023-03-17;1.07;212.75;55.02;71.99;4;151.06;Desativada;0
NUC-02360;NucleoForte;SP - Brasil;2023-12-20;0.88;360.19;103.92;58.66;14;177.6;Parcialmente Operando;23.67
NUC-02361;NucleoForte;RJ - Brasil;2024-06-20;0.78;402.28;147.97;94.34;1;486.77;Parcialmente Operando;53.54
NUC-02362;NucleoForte;RJ - Brasil;2023-07-06;4.13;208.86;88.13;90.04;2;81.9;Desativada;0
NUC-02363;Angra 1;BA - Brasil;2025-01-06;0.22;428.6;83.28;81.82;3;333.3;Em Manutenção;2.73
NUC-02364;Central Nuclear Santa;SC - Brasil;2024-04-21;3.36;357.07;131.77;98.94;0;428.9;Parcialmente Operando;51.34
NUC-02365;Angra 2;SP - Brasil;2023-02-27;2.59;363.66;132.44;60.14;5;446.08;Desativada;0
NUC-02366;Angra 2;SC - Brasil;2023-03-16;2.76;1444.28;74.58;57.1;5;434.2;Operando;60.7
NUC-02367;Reator Atlântico;MG - Brasil;2024-12-23;3.29;399.8;119.46;97.49;2;348.83;Em Manutenção;3.76
NUC-02368;NucleoForte;SC - Brasil;2025-01-03;1.77;238.7;64.84;53.76;0;255.26;Desativada;0
NUC-02369;Central Nuclear Santa;RJ - Brasil;2023-05-12;0.17;375.71;137.43;84.5;5;45.98;Em Manutenção;14.98
NUC-02370;;MG - Brasil;2024-11-23;2.2;285.39;65.73;92.12;2;269.12;Desativada;0
NUC-02371;Angra 1;BA - Brasil;2023-11-02;0.59;248.57;104.98;70.51;1;279.14;Em Manutenção;
NUC-02372;Angra 1;SP - Brasil;2023-10-22;1.95;427.62;152.54;89.83;1;476.27;Operando;79.62
NUC-02373;Angra 1;MG - Brasil;2025-01-16;4.28;315.5;114.76;79.2;3;84.78;Parcialmente Operando;26.52
NUC-02374;Angra 1;SP - Brasil;2023-08-27;4.19;343.99;71.81;90.99;5;352.05;Em Manutenção;55.07
NUC-02375;Angra 1;SC - Brasil;2024-11-18;1.44;285.26;83.41;79.45;5;18.73;Parcialmente Operando;44.57
NUC-02376;Angra 2;SC - Brasil;2024-06-25;1.49;362.71;87.53;66.8;1;119.58;Parcialmente Operando;34.78
NUC-02377;Reator Atlântico;BA - Brasil;2024-01-21;5.23;285.83;107.62;60.13;4;13.19;Operando;60.46
NUC-02378;NucleoForte;BA - Brasil;2024-10-02;0.9;418.76;111.83;87.32;0;112.26;Em Manutenção;13.65
NUC-02379;Reator Atlântico;BA - Brasil;2024-04-07;2.63;204.8;61.42;69.48;1;168.6;Em Manutenção;9.55
NUC-02380;Reator Atlântico;SP - Brasil;2024-11-21;3.96;243.48;64.06;70.0;1;467.81;Operando;63.01
NUC-02381;Reator Atlântico;RJ - Brasil;2024-08-15;0.34;331.35;71.17;82.29;4;89.82;Desativada;0
NUC-02382;NucleoForte;SC - Brasil;2023-10-22;1.27;327.12;69.09;97.3;5;78.0;Desativada;0
NUC-02383;Central Nuclear Santa;BA - Brasil;2024-06-17;4.4;391.5;152.59;100.0;1;106.98;Operando;64.08
NUC-02384;Central Nuclear Santa;RJ - Brasil;2023-11-09;3.07;447.9;157.89;95.27;1;438.19;Em Manutenção;16.65
NUC-02385;Reator Atlântico;MG - Brasil;2023-02-06;3.36;278.58;114.5;62.6;4;240.81;Desativada;0
NUC-02386;Central Nuclear Santa;BA - Brasil;2023-07-03;4.85;215.53;49.71;96.01;4;454.28;Parcialmente Operando;39.08
NUC-02387;Central Nuclear Santa;SP - Brasil;;1.04;321.62;101.34;73.15;4;448.07;Parcialmente Operando;31.94
NUC-02388;Central Nuclear Santa;RJ - Brasil;2024-06-28;3.01;204.28;64.41;60.25;4;336.87;Operando;65.38
NUC-02389;Central Nuclear Santa;SC - Brasil;2023-08-26;0.64;386.96;94.64;59.0;2;358.26;Em Manutenção;0.07
NUC-02390;Central Nuclear Santa;RJ - Brasil;2024-02-12;2.21;232.81;58.48;79.88;4;309.45;Operando;77.07
NUC-02391;Angra 1;SC - Brasil;2023-05-25;2.77;351.82;112.59;75.56;1;291.15;Operando;70.2
NUC-02392;;SC - Brasil;2024-10-31;4.79;209.82;70.85;67.39;3;54.36;Parcialmente Operando;29.07
NUC-02393;Angra 1;RJ - Brasil;2023-04-06;1.09;428.43;87.81;90.7;3;361.67;Parcialmente Operando;49.17
NUC-02394;Angra 2;SP - Brasil;2024-05-28;4.93;211.28;65.02;83.1;4;480.92;Desativada;0
NUC-02395;Angra 2;SP - Brasil;2024-06-05;3.27;436.46;135.06;60.04;5;487.59;Em Manutenção;10.96
NUC-02396;Angra 1;MG - Brasil;2023-11-04;3.26;232.07;89.9;81.06;1;253.7;Desativada;0
NUC-02397;Reator Atlântico;RJ - Brasil;2024-12-03;3.25;253.04;93.85;63.04;1;325.53;Em Manutenção;6.15
NUC-02398;NucleoForte;RJ - Brasil;2024-03-13;6.22;440.46;144.51;63.22;24;101.76;Operando;551.88
NUC-02399;Angra 2;MG - Brasil;2023-06-18;4.09;381.48;90.11;88.21;2;326.62;Desativada;0
NUC-02400;Angra 2;RJ - Brasil;2024-08-28;;318.28;85.98;65.75;4;114.31;Parcialmente Operando;22.15
NUC-02401;NucleoForte;RJ - Brasil;2024-12-05;4.13;384.6;93.82;58.98;1;457.39;Em Manutenção;10.75
NUC-02402;Reator Atlântico;SP - Brasil;2023-07-12;4.97;385.78;106.22;98.75;5;451.35;Em Manutenção;1.46
NUC-02403;Angra 2;BA - Brasil;2023-09-10;0.6;220.4;83.25;59.22;2;292.31;Parcialmente Operando;31.57
NUC-02404;NucleoForte;MG - Brasil;2023-10-10;0.69;244.95;47.51;70.46;5;356.9;Operando;75.07
NUC-02405;Angra 2;MG - Brasil;2023-08-25;0.88;211.96;82.84;60.78;2;193.66;Desativada;0
NUC-02406;Reator Atlântico;RJ - Brasil;2024-05-29;1.58;272.85;73.76;64.0;5;279.28;Em Manutenção;15.03
NUC-02407;Reator Atlântico;RJ - Brasil;2025-01-02;3.94;415.04;95.27;76.92;1;252.84;Operando;68.82
NUC-02408;Reator Atlântico;SC - Brasil;2023-09-19;3.57;378.44;80.09;69.97;2;256.48;Desativada;0
NUC-02409;Reator Atlântico;SC - Brasil;2023-11-16;0.04;309.5;83.68;56.1;5;248.67;Em Manutenção;19.14
NUC-02410;Reator Atlântico;MG - Brasil;2024-10-13;4.83;201.62;70.49;86.52;1;74.53;Parcialmente Operando;32.77
NUC-02411;NucleoForte;BA - Brasil;2024-09-09;0.22;367.95;111.3;72.52;3;472.87;Desativada;0
NUC-02412;Central Nuclear Santa;SC - Brasil;2024-04-11;4.83;411.75;134.54;65.38;4;214.93;Operando;55.54
NUC-02413;Angra 1;SC - Brasil;2024-02-10;2.6;278.67;102.79;54.85;5;;Em Manutenção;5.13
NUC-02414;NucleoForte;BA - Brasil;2023-06-13;2.1;435.58;86.21;74.57;4;252.38;Parcialmente Operando;37.5
NUC-02415;NucleoForte;BA - Brasil;2023-06-14;4.18;287.56;103.74;69.99;3;437.09;Parcialmente Operando;32.52
NUC-02416;NucleoForte;SP - Brasil;2024-06-10;1.98;311.77;94.54;73.57;1;305.56;Operando;59.96
NUC-02417;Central Nuclear Santa;RJ - Brasil;2024-10-17;3.08;225.04;69.88;68.93;3;192.46;Em Manutenção;15.19
;NucleoForte;SC - Brasil;2024-11-24;0.41;405.34;117.61;96.47;2;208.92;Desativada;0
NUC-02419;Angra 1;MG - Brasil;2024-11-14;1.15;432.39;133.82;58.04;4;108.04;Operando;50.7
NUC-02420;NucleoForte;MG - Brasil;2023-08-14;1.19;221.97;76.83;95.27;;173.23;;7.36
NUC-02421;Central Nuclear Santa;SC - Brasil;2024-06-04;4.61;262.45;67.26;96.82;1;104.77;Parcialmente Operando;30.2
NUC-02422;NucleoForte;RJ - Brasil;2024-12-13;4.12;320.04;86.72;86.6;1;477.32;Operando;97.32
NUC-02423;Reator Atlântico;MG - Brasil;;0.98;414.36;106.41;75.8;2;386.31;Desativada;0
NUC-02424;Central Nuclear Santa;SP - Brasil;2024-07-24;2.87;246.43;82.25;71.49;3;447.75;Em Manutenção;16.19
NUC-02425;Angra 2;RJ - Brasil;2023-02-26;3.59;343.58;101.93;63.35;1;177.33;Desativada;0
NUC-02426;Angra 1;MG - Brasil;2023-03-20;1.63;322.3;61.54;89.91;2;420.35;Em Manutenção;0.31
NUC-02427;Central Nuclear Santa;SC - Brasil;2023-09-23;3.52;212.27;101.8;69.87;3;413.4;Desativada;0
NUC-02428;Central Nuclear Santa;SP - Brasil;2024-10-31;2.41;;87.2;91.63;1;34.1;Desativada;0
NUC-02429;Reator Atlântico;SP - Brasil;2023-05-01;1.68;3958.34;112.81;50.83;2;345.33;Parcialmente Operando;26.75
NUC-02430;Angra 1;SP - Brasil;2024-03-23;4.27;307.6;110.04;52.38;2;182.93;Operando;
NUC-02431;NucleoForte;SP - Brasil;2024-09-19;2.77;417.41;87.93;99.81;1;132.2;Parcialmente Operando;40.15
NUC-02432;Reator Atlântico;SP - Brasil;2023-03-16;0.99;325.29;104.83;92.8;5;126.32;Em Manutenção;10.61
NUC-02433;Angra 2;BA - Brasil;2024-11-23;0.38;421.59;86.46;57.67;2;235.0;Operando;66.73
NUC-02434;NucleoForte;MG - Brasil;2024-10-10;1.63;241.43;70.8;74.81;1;259.9;Desativada;0
NUC-02435;Reator Atlântico;RJ - Brasil;2023-09-18;1.27;415.58;151.65;77.64;;134.71;Em Manutenção;11.78
NUC-02436;Angra 2;SC - Brasil;2024-03-28;3.77;212.41;56.65;91.96;0;279.2;Parcialmente Operando;36.6
NUC-02437;Angra 1;SP - Brasil;2024-12-03;2.89;339.67;91.29;68.89;0;125.53;Em Manutenção;3.22
NUC-02438;NucleoForte;RJ - Brasil;2024-08-10;0.51;388.39;87.87;75.93;0;225.86;Desativada;0
NUC-02439;NucleoForte;SP - Brasil;2024-12-27;2.82;422.89;94.66;76.25;0;170.4;Parcialmente Operando;39.11
NUC-02440;Angra 2;SC - Brasil;2024-11-16;3.35;368.04;140.21;69.95;0;270.36;Operando;82.85
NUC-02441;Reator Atlântico;SC - Brasil;2023-07-22;3.11;430.0;140.57;90.23;3;29.39;;44.51
NUC-02442;Reator Atlântico;MG - Brasil;2024-11-03;3.89;323.86;82.22;65.55;1;272.46;Operando;69.3
NUC-02443;Reator Atlântico;SC - Brasil;2024-04-03;4.28;305.85;67.13;92.29;2;494.31;Parcialmente Operando;36.41
NUC-02444;Angra 2;SC - Brasil;2024-11-17;0.19;424.39;71.71;64.2;5;175.79;Parcialmente Operando;37.28
NUC-02445;Central Nuclear Santa;BA - Brasil;2023-11-15;4.86;301.72;78.45;91.88;0;404.1;Desativada;0
NUC-02446;Angra 2;RJ - Brasil;2024-06-15;0.68;215.33;60.37;84.85;2;;Parcialmente Operando;41.58
NUC-02447;Central Nuclear Santa;SC - Brasil;2023-03-07;4.22;438.37;105.08;85.05;2;485.08;Operando;72.8
NUC-02448;Angra 2;SP - Brasil;2023-12-14;1.89;267.52;79.22;85.36;4;105.92;Desativada;0
NUC-02449;Central Nuclear Santa;SP - Brasil;2023-10-04;4.7;236.5;73.25;68.76;3;270.17;Desativada;0
NUC-02450;NucleoForte;RJ - Brasil;2024-01-20;2.49;227.87;92.18;52.23;4;26.43;Desativada;0
;Reator Atlântico;BA - Brasil;2024-10-10;0.01;209.34;60.92;75.21;2;351.67;Em Manutenção;18.73
;Reator Atlântico;BA - Brasil;2023-11-23;4.45;379.23;64.77;55.81;0;219.72;Operando;56.81
NUC-02453;Central Nuclear Santa;MG - Brasil;2024-09-24;2.37;287.94;78.18;71.66;5;454.42;Parcialmente Operando;35.76
NUC-02454;Angra 1;SP - Brasil;2024-04-06;1.65;250.16;88.25;73.58;2;497.87;Em Manutenção;3.42
NUC-02455;NucleoForte;SP - Brasil;2023-05-08;4.54;304.48;84.63;68.22;1;329.84;Parcialmente Operando;33.04
NUC-02456;Angra 1;SP - Brasil;2024-12-05;3.51;267.83;95.34;73.61;1;236.0;Parcialmente Operando;27.93
NUC-02457;NucleoForte;BA - Brasil;2024-12-23;1.22;257.54;87.69;83.46;3;402.37;Operando;73.08
NUC-02458;Central Nuclear Santa;MG - Brasil;2024-02-05;1.96;409.78;117.06;;1;204.42;Parcialmente Operando;65.17
NUC-02459;Angra 1;SC - Brasil;2023-03-13;1.48;;70.99;;1;93.78;Desativada;0
NUC-02460;Central Nuclear Santa;BA - Brasil;2024-02-27;3.33;228.24;48.11;99.29;1;87.43;Desativada;0
NUC-02461;Angra 1;;2024-10-24;2.28;285.48;82.03;95.14;5;70.84;Operando;103.16
NUC-02462;NucleoForte;MG - Brasil;2024-11-04;2.66;211.84;66.65;58.37;0;15.98;Desativada;0
NUC-02463;Angra 1;RJ - Brasil;2023-12-19;2.43;380.34;109.37;68.17;3;373.78;Operando;57.71
NUC-02464;Reator Atlântico;RJ - Brasil;2025-01-05;1.96;278.36;64.93;94.11;1;57.47;Em Manutenção;0.79
NUC-02465;Central Nuclear Santa;BA - Brasil;2023-12-08;2.8;275.13;110.04;57.61;1;163.16;Desativada;0
NUC-02466;Central Nuclear Santa;BA - Brasil;2023-08-06;0.78;236.88;80.26;50.33;2;97.14;Em Manutenção;2.95
NUC-02467;Angra 2;BA - Brasil;2024-04-13;2.61;344.85;135.46;65.21;1;249.6;Desativada;0
NUC-02468;Reator Atlântico;MG - Brasil;2023-07-01;3.17;420.17;77.44;84.97;2;29.49;Parcialmente Operando;31.36
NUC-02469;Angra 2;MG - Brasil;2024-08-25;3.12;424.75;126.26;61.01;3;326.62;Desativada;0
NUC-02470;NucleoForte;BA - Brasil;2024-05-25;4.3;427.05;148.96;62.09;1;464.04;Operando;54.5
NUC-02471;Angra 2;MG - Brasil;2023-02-25;4.55;384.73;116.61;65.65;2;452.74;Em Manutenção;11.74
NUC-02472;Central Nuclear Santa;RJ - Brasil;2024-11-16;4.21;217.31;68.19;76.92;0;110.25;Operando;67.59
NUC-02473;Central Nuclear Santa;BA - Brasil;2023-11-06;2.43;245.0;66.43;56.62;2;167.83;Desativada;0
NUC-02474;Central Nuclear Santa;MG - Brasil;2023-03-24;3.4;355.35;82.7;88.85;5;460.03;Parcialmente Operando;36.05
NUC-02475;Central Nuclear Santa;RJ - Brasil;2024-06-26;4.07;430.15;116.79;95.11;2;188.19;Em Manutenção;5.21
NUC-02476;Angra 1;RJ - Brasil;2023-11-09;3.45;412.5;136.2;98.31;5;439.83;Em Manutenção;15.46
NUC-02477;Reator Atlântico;RJ - Brasil;2024-01-11;3.56;237.03;573.51;65.01;2;297.16;Desativada;0
NUC-02478;NucleoForte;MG - Brasil;2023-03-14;1.66;245.86;95.98;54.36;0;200.85;Em Manutenção;9.17
NUC-02479;Angra 2;MG - Brasil;2023-08-24;2.78;223.7;83.13;100.0;5;217.07;Operando;104.2
NUC-02480;Angra 1;SP - Brasil;2023-09-03;2.15;254.45;110.41;100.0;2;300.01;Em Manutenção;7.88
NUC-02481;Central Nuclear Santa;;2024-06-18;3.29;418.91;77.49;73.09;1;;Operando;84.87
NUC-02482;Central Nuclear Santa;BA - Brasil;2023-12-24;1.67;356.98;105.97;86.92;4;106.38;Desativada;0
NUC-02483;Angra 2;BA - Brasil;2023-12-24;1.14;297.02;77.76;99.42;5;;Operando;102.04
;Central Nuclear Santa;MG - Brasil;2024-07-23;3.03;269.04;78.75;85.89;5;133.87;Desativada;0
NUC-02485;NucleoForte;SP - Brasil;2023-12-14;2.0;386.14;86.52;56.08;3;247.88;Desativada;0
NUC-02486;Reator Atlântico;MG - Brasil;2024-04-13;2.68;257.9;67.38;68.85;1;263.43;Operando;64.63
NUC-02487;Reator Atlântico;RJ - Brasil;2023-10-06;2.03;405.43;119.51;76.85;2;414.98;Em Manutenção;
NUC-02488;Reator Atlântico;SP - Brasil;2023-05-25;3.06;235.33;98.22;52.47;2;303.13;Desativada;0
NUC-02489;Central Nuclear Santa;MG - Brasil;2023-03-18;0.75;394.65;81.2;82.6;3;483.29;Parcialmente Operando;38.28
NUC-02490;Central Nuclear Santa;MG - Brasil;2024-02-15;4.72;362.95;76.21;66.3;3;429.3;Desativada;0
NUC-02491;Reator Atlântico;BA - Brasil;2025-01-26;2.26;397.99;94.61;71.18;;136.01;Em Manutenção;18.97
NUC-02492;NucleoForte;BA - Brasil;2024-09-23;1.86;406.73;102.0;100.0;3;236.78;Desativada;0
NUC-02493;Angra 1;RJ - Brasil;2024-11-27;4.32;323.32;120.21;65.2;0;348.69;Operando;66.37
NUC-02494;NucleoForte;RJ - Brasil;2024-11-25;0.14;396.55;64.54;99.32;5;196.04;Desativada;0
NUC-02495;Angra 1;SC - Brasil;2024-10-04;0.68;349.43;66.21;85.56;4;86.24;Operando;77.53
